age,income,credit_score,debt_amount,monthly_expenses,employment_years,loan_amount,existing_credits,interest_rate,payment_history,default
32.0,20000.0,719.0,38030.85,9525.04,3.6,46434.36,0.0,9.71,83.62,1.0
41.0,44462.47,693.0,36539.38,10000.0,3.3,20885.26,1.0,12.49,72.85,1.0
45.0,20000.0,609.0,29041.85,8819.86,0.6,20623.23,2.0,14.17,87.62,1.0
35.0,56587.95,759.0,33068.31,10000.0,2.2,46598.97,1.0,20.29,86.95,0.0
53.0,47466.39,708.0,25356.89,10000.0,5.5,33543.76,1.0,11.05,57.19,1.0
26.0,52376.16,667.0,13933.48,10000.0,3.9,13987.64,1.0,12.9,92.65,0.0
47.0,47807.91,619.0,6259.38,10000.0,,24272.67,0.0,13.52,100.0,0.0
31.0,43020.14,618.0,40612.8,10000.0,0.5,38123.21,1.0,10.78,75.25,1.0
59.0,26543.22,612.0,46045.5,10000.0,12.0,40901.21,2.0,13.4,58.52,1.0
58.0,33065.23,823.0,18465.68,10000.0,2.1,3218.58,3.0,13.92,98.99,1.0
23.0,35436.66,749.0,17.41,9633.55,2.5,34771.15,5.0,16.07,89.58,1.0
18.0,20000.0,667.0,34010.91,9292.01,1.9,26644.17,7.0,10.04,87.48,1.0
53.0,20438.16,683.0,33392.37,5789.84,0.7,14947.66,2.0,12.84,75.71,0.0
37.0,155022.44,687.0,25872.43,10000.0,0.6,35638.82,1.0,11.76,78.83,1.0
50.0,38071.52,668.0,1088.83,10000.0,0.9,28619.68,0.0,15.86,100.0,1.0
21.0,20000.0,652.0,29093.7,5078.41,4.5,31162.63,3.0,12.58,66.24,1.0
33.0,44642.58,717.0,26909.47,10000.0,1.3,32203.96,5.0,12.15,93.57,0.0
34.0,28563.1,553.0,30390.79,6715.53,4.4,30075.39,0.0,13.96,64.79,1.0
29.0,39014.67,594.0,6694.4,10000.0,1.2,42446.95,6.0,10.29,60.93,0.0
38.0,38783.06,652.0,17619.2,10000.0,5.3,36707.06,4.0,13.75,62.24,1.0
26.0,153779.35,734.0,32755.43,10000.0,5.2,24988.71,1.0,11.42,54.79,0.0
48.0,20000.0,685.0,40093.52,4516.6,3.8,29352.34,6.0,10.78,84.33,1.0
37.0,54759.39,650.0,43153.78,10000.0,0.8,29896.38,2.0,12.32,78.77,0.0
58.0,68894.23,714.0,3535.89,10000.0,0.1,51510.24,6.0,11.14,77.16,0.0
38.0,35241.93,681.0,24996.05,10000.0,7.4,35655.96,2.0,9.12,91.11,1.0
38.0,47195.48,606.0,36882.08,10000.0,1.6,27510.87,2.0,4.72,72.1,1.0
51.0,51874.71,,,10000.0,1.5,17784.25,3.0,18.62,64.2,1.0
29.0,56373.01,588.0,27037.4,10000.0,0.6,35222.03,7.0,13.22,97.17,1.0
46.0,35696.54,828.0,29025.2,10000.0,0.5,23859.16,0.0,13.56,78.74,1.0
41.0,39888.43,585.0,26829.2,10000.0,0.6,36425.5,1.0,6.9,82.76,1.0
29.0,87798.21,704.0,35114.49,10000.0,11.7,43767.18,0.0,9.47,72.88,0.0
27.0,68004.42,794.0,6029.71,10000.0,1.7,8289.06,2.0,12.06,97.79,1.0
59.0,20000.0,660.0,16273.44,4862.94,1.1,45189.93,6.0,,91.57,0.0
43.0,41190.91,639.0,13142.07,10000.0,1.3,23102.34,4.0,16.42,88.21,0.0
37.0,50102.16,619.0,22210.32,10000.0,2.8,36418.03,3.0,11.91,68.11,0.0
18.0,53118.75,653.0,3387.45,10000.0,2.7,21705.26,6.0,13.29,68.37,0.0
51.0,38816.2,620.0,51278.81,10000.0,7.7,30240.48,5.0,14.47,81.37,1.0
18.0,75719.85,644.0,4037.66,10000.0,10.6,34785.04,5.0,13.63,100.0,0.0
48.0,20000.0,621.0,21458.95,9184.07,1.0,17986.26,7.0,8.37,97.24,0.0
31.0,25052.63,606.0,,9966.64,0.4,14182.99,4.0,11.83,87.46,0.0
21.0,32822.76,684.0,807.44,10000.0,19.1,42327.84,5.0,14.31,70.1,1.0
44.0,32241.09,650.0,44715.19,9912.56,3.4,28323.45,5.0,14.38,84.53,1.0
27.0,37123.72,591.0,23296.42,10000.0,1.9,30889.11,1.0,4.79,76.54,1.0
34.0,20172.18,690.0,34557.4,7821.21,3.5,35910.67,6.0,11.31,100.0,1.0
29.0,25272.26,768.0,21622.01,8605.15,1.4,19006.11,6.0,14.35,55.96,1.0
40.0,72751.46,575.0,37549.8,10000.0,2.6,24099.57,7.0,13.06,82.02,1.0
30.0,20000.0,573.0,16886.32,4378.24,7.0,30070.14,1.0,9.66,,1.0
30.0,28219.5,627.0,8870.06,10000.0,4.3,31853.43,1.0,11.54,80.04,1.0
45.0,35497.57,633.0,,10000.0,0.4,28684.38,2.0,7.48,89.53,1.0
18.0,53307.55,601.0,23248.62,10000.0,5.3,37096.74,0.0,15.45,100.0,0.0
22.0,20000.0,721.0,47189.57,6498.77,1.7,26365.98,3.0,14.57,44.09,1.0
39.0,90037.26,641.0,38741.42,10000.0,3.3,6785.82,7.0,10.85,92.72,0.0
30.0,,519.0,25921.37,10000.0,0.8,14793.06,1.0,13.86,96.7,0.0
49.0,,532.0,36510.58,10000.0,1.1,20824.22,3.0,8.74,72.09,0.0
20.0,40187.48,759.0,41580.08,10000.0,0.9,42996.4,3.0,9.81,79.15,1.0
20.0,20000.0,742.0,3691.22,5946.03,5.7,49200.62,7.0,11.13,79.3,1.0
34.0,57190.31,673.0,19401.73,10000.0,0.4,32329.42,1.0,11.72,73.43,1.0
50.0,22006.49,578.0,34275.65,10000.0,1.4,25675.2,1.0,9.44,94.05,1.0
36.0,36882.7,679.0,30377.05,8293.74,0.6,20038.67,3.0,15.38,69.11,1.0
30.0,29578.97,559.0,6759.0,7039.89,10.8,36580.37,3.0,10.42,96.24,0.0
52.0,33652.77,758.0,58175.96,10000.0,2.2,36993.1,6.0,12.05,52.46,0.0
61.0,26178.33,574.0,14848.13,10000.0,6.1,34408.85,2.0,14.44,51.62,0.0
,52265.5,,8596.21,10000.0,0.5,10299.95,1.0,15.98,64.89,0.0
37.0,25387.87,729.0,20421.43,10000.0,1.6,33475.99,4.0,,81.71,0.0
62.0,28232.27,678.0,29707.65,10000.0,1.4,28158.34,7.0,12.72,94.47,0.0
36.0,21040.56,658.0,12617.39,7810.39,5.8,22738.58,2.0,12.53,72.07,1.0
43.0,23630.63,728.0,9321.12,8867.41,2.7,21482.0,0.0,12.47,65.98,0.0
36.0,47140.88,545.0,19905.92,10000.0,6.1,31400.43,4.0,14.87,88.32,1.0
35.0,47769.92,623.0,40313.59,10000.0,0.4,27852.13,0.0,13.36,55.9,1.0
60.0,23328.91,552.0,36800.76,4825.86,1.6,35315.3,6.0,13.52,100.0,1.0
40.0,26205.47,632.0,19888.47,7146.16,24.5,30308.11,3.0,9.44,62.68,1.0
31.0,67936.08,581.0,34953.8,10000.0,0.6,36052.0,7.0,10.11,86.38,1.0
48.0,46613.31,694.0,20977.77,9794.24,0.8,5459.1,4.0,14.12,82.48,0.0
40.0,26767.96,532.0,5548.67,10000.0,10.4,28614.43,0.0,10.92,79.63,1.0
40.0,107969.34,710.0,10996.37,10000.0,2.8,19436.61,0.0,14.28,67.73,0.0
39.0,20000.0,656.0,23767.66,7653.67,0.9,23748.87,0.0,15.39,86.62,1.0
41.0,22508.02,494.0,,5415.8,1.1,22903.5,1.0,10.23,78.91,0.0
37.0,53761.56,650.0,25929.06,10000.0,1.2,38942.41,0.0,14.23,100.0,1.0
51.0,49280.42,610.0,11430.23,10000.0,0.9,38097.37,6.0,9.72,85.24,1.0
43.0,21378.14,712.0,6494.93,9377.4,1.6,31018.06,4.0,10.81,73.71,1.0
35.0,39237.59,570.0,9879.67,10000.0,1.3,19946.04,2.0,14.77,74.98,1.0
69.0,32424.48,544.0,56074.54,10000.0,0.9,42260.86,4.0,11.72,100.0,1.0
29.0,42963.94,658.0,12489.04,8905.13,2.0,31986.66,2.0,8.36,69.07,0.0
54.0,47892.95,539.0,27005.95,10000.0,2.9,33354.87,6.0,5.94,67.67,1.0
32.0,101427.64,602.0,43967.14,10000.0,1.5,35155.87,5.0,12.3,85.72,0.0
33.0,24120.2,559.0,11711.93,8528.05,1.6,40372.75,3.0,12.26,87.27,1.0
41.0,38979.86,561.0,25259.04,10000.0,4.3,19314.12,3.0,5.88,82.64,0.0
50.0,43344.06,636.0,25420.31,10000.0,1.3,27213.59,7.0,12.24,61.7,1.0
36.0,33659.53,645.0,49555.63,10000.0,2.4,39186.18,2.0,9.49,100.0,0.0
59.0,87722.62,648.0,16908.61,10000.0,4.4,30819.69,4.0,16.28,99.81,1.0
40.0,30695.51,670.0,33651.89,9579.06,0.5,20617.4,1.0,7.93,87.39,
57.0,20086.91,665.0,52478.56,6772.63,0.3,17212.99,4.0,9.67,62.46,0.0
51.0,20000.0,649.0,35576.51,7018.22,1.2,27280.96,3.0,13.07,78.37,1.0
18.0,54464.45,684.0,19355.43,10000.0,9.0,23139.18,0.0,13.07,51.25,1.0
76.0,36110.6,658.0,,10000.0,1.1,38206.64,4.0,13.57,69.82,1.0
63.0,54330.16,637.0,38128.65,10000.0,2.3,27188.75,6.0,15.15,100.0,1.0
38.0,23350.44,614.0,35131.35,9907.03,0.8,35406.95,4.0,14.01,74.98,1.0
34.0,37446.72,604.0,8571.44,10000.0,2.2,15249.11,5.0,10.73,81.32,1.0
37.0,65994.72,625.0,6311.46,10000.0,1.1,35521.79,6.0,10.99,39.34,1.0
,229994.86,661.0,26337.87,10000.0,0.5,29080.51,6.0,13.01,90.53,1.0
38.0,40893.19,555.0,12567.0,10000.0,1.2,17374.28,3.0,14.48,56.37,1.0
51.0,49438.48,537.0,27011.33,10000.0,1.4,46899.2,0.0,17.75,83.56,0.0
45.0,47604.98,735.0,33166.4,10000.0,1.2,13126.44,6.0,7.83,100.0,1.0
31.0,42669.07,630.0,43949.91,10000.0,3.6,30771.92,7.0,13.38,74.95,0.0
39.0,22418.75,584.0,13241.74,7992.11,0.4,17525.71,5.0,12.41,78.08,1.0
41.0,39939.29,646.0,62784.25,9142.23,1.4,31011.32,1.0,15.06,79.26,1.0
41.0,51142.14,682.0,20643.77,10000.0,9.9,32430.78,0.0,9.04,75.21,1.0
23.0,20000.0,661.0,44680.94,9086.51,2.3,39854.32,1.0,15.27,99.2,1.0
28.0,20000.0,690.0,2416.52,5687.77,4.5,31580.47,3.0,14.18,66.06,0.0
27.0,75871.89,705.0,38339.47,10000.0,6.5,26838.38,7.0,10.17,89.38,0.0
61.0,48611.04,582.0,55844.52,10000.0,3.7,34304.03,0.0,12.99,56.75,0.0
36.0,38422.7,658.0,16359.82,10000.0,0.2,19027.27,3.0,14.77,100.0,1.0
33.0,22658.94,665.0,41475.73,7477.28,3.9,29662.1,6.0,15.57,60.76,1.0
39.0,20904.33,672.0,26443.09,10000.0,3.6,20693.5,6.0,7.89,72.5,1.0
49.0,29907.39,627.0,44035.69,9479.0,3.4,32220.0,2.0,10.7,67.19,1.0
26.0,20000.0,594.0,24356.17,9623.77,2.4,28055.62,3.0,10.81,97.42,1.0
42.0,20000.0,619.0,10286.56,9964.0,4.3,16488.94,7.0,8.33,,1.0
35.0,37489.68,623.0,20820.18,7897.14,0.8,41318.74,0.0,12.82,62.23,0.0
48.0,25584.11,580.0,46088.92,8819.87,1.8,47072.21,0.0,16.36,76.54,1.0
60.0,29575.97,621.0,10708.8,7877.61,0.7,38683.04,1.0,14.07,75.43,0.0
34.0,89771.47,525.0,23804.63,10000.0,5.2,33535.66,5.0,6.82,98.59,0.0
24.0,46292.3,567.0,19754.81,10000.0,1.7,31501.18,7.0,11.0,73.24,0.0
40.0,20000.0,677.0,3866.82,4223.2,0.3,30505.05,4.0,11.98,86.05,1.0
39.0,55890.12,734.0,849.36,10000.0,14.9,31191.01,2.0,9.51,78.8,0.0
47.0,29976.44,556.0,38036.56,7368.61,0.5,29067.25,6.0,10.3,55.98,1.0
,20000.0,549.0,24123.55,6801.97,0.8,26081.17,2.0,14.24,85.35,1.0
44.0,59930.11,632.0,49038.36,10000.0,1.2,30929.52,1.0,8.26,75.41,1.0
72.0,45025.63,699.0,18847.57,10000.0,1.7,13216.06,6.0,15.64,89.11,0.0
59.0,40775.81,613.0,30900.2,8665.5,2.4,15299.66,2.0,3.0,85.77,0.0
29.0,22182.15,642.0,12863.84,7199.26,0.9,23251.25,4.0,14.33,88.6,0.0
52.0,20000.0,564.0,30686.83,4919.01,5.6,19970.91,4.0,14.97,53.36,1.0
65.0,32812.27,689.0,6182.08,9728.65,7.5,36470.04,4.0,9.1,78.98,1.0
50.0,53917.48,560.0,22292.89,10000.0,0.4,33324.25,6.0,6.74,65.84,1.0
41.0,28217.67,691.0,14488.16,9940.91,1.0,24693.83,4.0,15.75,62.75,0.0
25.0,53081.14,650.0,16366.69,10000.0,0.6,22613.55,3.0,11.55,89.05,1.0
45.0,31253.3,631.0,23740.15,10000.0,3.8,16130.35,0.0,11.15,98.41,0.0
33.0,20000.0,656.0,22437.34,7522.49,9.8,30368.36,5.0,16.53,80.08,0.0
44.0,45712.54,604.0,16508.59,10000.0,3.1,35979.87,5.0,13.13,59.95,1.0
43.0,24265.62,718.0,4376.98,10000.0,1.8,38495.82,2.0,13.25,70.04,0.0
18.0,25471.74,608.0,33700.95,10000.0,2.3,21169.65,5.0,12.57,85.17,0.0
41.0,20000.0,632.0,27333.56,6208.99,1.8,17791.12,0.0,8.79,59.33,0.0
19.0,47907.28,641.0,24223.7,,1.9,36336.37,1.0,6.47,71.97,1.0
44.0,20000.0,616.0,11485.12,6191.42,2.4,42915.04,3.0,11.84,85.08,1.0
54.0,27478.15,562.0,37521.44,10000.0,4.1,31312.28,3.0,9.08,97.12,
50.0,48521.13,812.0,7683.64,10000.0,3.5,26579.73,4.0,16.09,86.04,0.0
34.0,22732.56,641.0,10767.12,10000.0,4.0,39892.74,1.0,12.66,68.75,1.0
41.0,43949.84,708.0,4581.68,10000.0,1.7,39537.11,6.0,13.16,87.27,1.0
39.0,28539.5,650.0,39155.27,6822.27,2.4,14640.43,4.0,11.79,49.82,1.0
28.0,28055.15,655.0,36505.46,8016.19,2.9,44684.93,1.0,10.08,56.79,1.0
,41978.8,555.0,12715.02,10000.0,13.1,19993.1,3.0,9.79,73.4,1.0
35.0,27614.49,805.0,17041.48,9604.48,10.1,35766.76,4.0,14.96,66.41,0.0
54.0,27858.97,567.0,37018.92,5877.71,1.1,26357.59,4.0,11.04,56.79,1.0
41.0,25928.26,712.0,11868.72,9375.46,0.5,28559.99,6.0,10.31,61.67,0.0
37.0,53916.57,718.0,10456.92,10000.0,2.1,11852.38,5.0,7.81,99.29,1.0
47.0,21320.76,751.0,4818.79,,1.5,28292.34,1.0,17.57,61.19,
27.0,48893.47,694.0,75318.6,10000.0,1.1,38159.22,5.0,,73.05,
48.0,58615.58,,11622.11,10000.0,2.9,26871.53,,10.92,66.28,1.0
24.0,52184.9,621.0,13452.31,10000.0,3.0,24914.17,1.0,5.96,61.95,0.0
35.0,32312.24,634.0,21346.87,10000.0,0.5,21254.51,0.0,15.55,95.54,0.0
26.0,48483.36,689.0,38571.34,10000.0,2.1,18797.33,4.0,8.69,85.52,1.0
42.0,58301.04,634.0,49735.01,10000.0,0.9,19132.71,4.0,15.05,81.93,1.0
33.0,50920.64,437.0,28670.08,10000.0,0.5,29373.18,2.0,15.28,100.0,1.0
51.0,40989.7,593.0,13457.46,10000.0,0.7,36224.27,6.0,12.88,82.75,0.0
32.0,20000.0,621.0,3127.63,6335.45,5.0,42310.58,4.0,12.64,71.44,0.0
48.0,80342.15,603.0,7964.7,10000.0,3.2,24574.24,3.0,12.3,86.63,1.0
46.0,40208.73,687.0,17414.28,8586.24,2.0,25281.89,3.0,11.26,78.53,1.0
23.0,20000.0,599.0,25973.58,6240.69,1.1,53846.45,0.0,8.61,74.24,1.0
37.0,23936.06,641.0,12776.22,5181.69,1.0,40551.28,1.0,12.24,64.96,0.0
39.0,55292.82,573.0,1538.8,10000.0,13.5,11723.36,1.0,8.01,91.29,0.0
41.0,26339.88,699.0,12437.67,9114.34,11.4,18054.1,5.0,15.07,90.2,0.0
41.0,20000.0,695.0,26092.09,9695.14,2.8,26496.34,1.0,12.21,83.62,0.0
26.0,52734.7,,44363.29,10000.0,4.3,30794.45,0.0,8.16,87.92,1.0
22.0,22636.0,736.0,14337.48,7043.17,9.3,31813.24,1.0,14.6,67.23,0.0
45.0,20000.0,784.0,24903.6,6843.94,3.9,26646.09,0.0,12.68,,1.0
53.0,35731.19,725.0,4868.7,10000.0,0.4,40094.09,2.0,13.17,78.56,1.0
37.0,34551.49,630.0,12689.96,8253.61,18.2,43023.07,7.0,9.39,84.02,1.0
45.0,38100.76,639.0,9958.34,10000.0,4.7,21661.01,2.0,17.87,100.0,1.0
43.0,47766.64,551.0,31021.13,10000.0,3.3,45904.64,5.0,11.47,100.0,1.0
49.0,44500.34,627.0,60990.66,10000.0,1.3,30842.17,0.0,13.91,77.74,1.0
41.0,38830.21,585.0,277.92,10000.0,2.3,35271.2,3.0,10.27,59.89,1.0
34.0,22411.69,734.0,15000.83,6045.5,1.5,23807.24,2.0,9.92,66.93,1.0
57.0,73154.45,704.0,43717.31,10000.0,0.2,33434.55,7.0,10.24,96.75,1.0
36.0,25065.92,566.0,3489.31,5302.63,5.0,32561.67,7.0,8.39,100.0,1.0
20.0,50250.18,712.0,44275.43,10000.0,0.8,38230.11,6.0,9.57,75.87,1.0
50.0,34930.99,548.0,19587.74,10000.0,4.1,41130.15,2.0,15.03,86.09,0.0
27.0,42759.18,670.0,15594.29,10000.0,1.0,26739.71,6.0,10.03,86.21,1.0
54.0,40172.89,675.0,30271.12,10000.0,2.0,40083.69,2.0,13.55,96.94,
41.0,81415.01,696.0,26556.52,10000.0,1.2,24962.28,3.0,14.71,65.54,1.0
31.0,81420.82,638.0,67931.17,10000.0,2.6,26481.51,4.0,9.62,95.96,0.0
48.0,20894.12,596.0,33794.8,4364.32,0.5,35816.77,2.0,12.39,66.23,1.0
52.0,24478.71,487.0,50761.67,5319.99,0.6,37989.08,3.0,10.28,93.72,0.0
32.0,28338.12,621.0,20674.79,10000.0,8.1,38985.27,7.0,12.33,95.37,1.0
48.0,20000.0,552.0,32118.32,8219.97,2.6,11173.05,3.0,8.81,86.25,0.0
44.0,122178.23,747.0,48659.56,10000.0,2.8,19665.15,5.0,14.86,78.9,1.0
38.0,51347.23,652.0,29186.78,10000.0,2.5,40000.77,6.0,8.2,57.61,0.0
25.0,44933.2,765.0,50391.17,10000.0,1.3,,6.0,10.35,96.84,0.0
30.0,36082.17,620.0,33176.29,10000.0,9.8,30072.85,1.0,10.79,88.8,1.0
53.0,58083.86,778.0,21850.47,10000.0,2.2,23886.2,0.0,9.67,63.55,0.0
25.0,25063.13,739.0,35600.64,6486.41,0.3,18877.07,6.0,9.67,75.45,0.0
19.0,65279.4,606.0,50207.5,10000.0,1.4,37855.49,0.0,14.54,74.96,1.0
43.0,59926.66,715.0,14768.28,10000.0,4.0,23894.65,5.0,17.08,67.47,1.0
,39028.46,550.0,26550.4,10000.0,1.5,14134.02,1.0,14.4,85.34,0.0
40.0,62548.98,622.0,42007.71,10000.0,2.2,51140.53,1.0,10.55,98.41,1.0
27.0,46158.78,604.0,5264.64,9353.22,6.2,47344.0,1.0,12.27,82.16,1.0
43.0,53542.27,,41495.5,10000.0,2.3,23007.87,3.0,9.16,32.61,0.0
18.0,67309.62,638.0,18994.04,10000.0,1.1,22283.14,1.0,9.62,84.99,0.0
24.0,38604.51,541.0,5532.38,9004.69,12.2,44927.23,2.0,9.44,50.35,0.0
48.0,38716.54,654.0,29753.75,10000.0,3.1,18835.6,5.0,12.88,92.81,1.0
63.0,25285.82,674.0,16708.29,10000.0,0.5,41559.49,0.0,6.99,100.0,1.0
23.0,20521.44,665.0,562.1,7958.77,4.9,40281.62,1.0,12.72,91.12,0.0
39.0,61232.87,595.0,4015.58,10000.0,1.1,33886.21,3.0,13.64,,1.0
35.0,51640.13,702.0,35849.76,10000.0,4.4,35200.02,3.0,13.92,100.0,0.0
53.0,42782.61,601.0,8343.18,10000.0,2.9,46700.22,5.0,5.91,93.66,0.0
50.0,31870.35,622.0,13527.88,10000.0,3.7,18576.18,2.0,12.49,90.59,1.0
18.0,39695.98,739.0,20649.42,9957.39,2.4,31806.26,0.0,12.93,96.6,1.0
25.0,20000.0,631.0,,6362.17,1.9,37018.22,2.0,12.9,69.69,1.0
33.0,33767.84,724.0,35246.94,10000.0,1.1,12835.16,6.0,10.71,53.96,1.0
61.0,102082.32,582.0,41634.71,10000.0,2.5,28999.86,6.0,8.03,72.43,1.0
55.0,80982.03,678.0,25425.22,10000.0,4.0,28521.27,0.0,12.65,68.48,0.0
25.0,27432.39,633.0,33362.07,10000.0,2.2,26101.38,6.0,9.3,74.23,1.0
36.0,20000.0,589.0,8507.7,4568.03,0.2,31908.93,5.0,14.73,78.24,1.0
40.0,46601.87,609.0,1680.68,10000.0,3.9,16756.12,4.0,10.6,76.29,1.0
18.0,151101.01,668.0,3583.6,10000.0,4.2,54850.32,5.0,11.16,74.89,1.0
52.0,45043.64,586.0,13162.32,10000.0,1.1,40501.18,2.0,,81.83,1.0
42.0,55682.21,736.0,28494.83,10000.0,3.7,34641.7,5.0,8.13,60.92,1.0
49.0,20000.0,711.0,19064.05,5901.02,3.0,19975.73,2.0,11.64,73.18,1.0
53.0,26779.4,723.0,62661.15,7867.29,1.9,42595.08,3.0,17.14,59.11,1.0
49.0,66998.63,712.0,42821.79,10000.0,1.6,50328.71,3.0,13.02,73.49,1.0
44.0,46769.61,728.0,26421.42,9934.68,2.2,23399.24,0.0,9.53,58.96,0.0
44.0,77575.74,632.0,26413.63,,2.9,11334.32,1.0,9.5,66.86,1.0
34.0,25055.94,747.0,22766.84,9479.53,6.1,34953.48,6.0,6.78,70.75,1.0
41.0,42658.47,575.0,55443.32,10000.0,0.9,18770.56,4.0,14.78,70.28,1.0
32.0,43912.84,558.0,26052.97,10000.0,1.5,22037.19,5.0,15.08,72.63,1.0
50.0,33801.87,642.0,49184.05,9750.33,4.4,14221.13,2.0,10.03,97.83,0.0
,20222.17,657.0,9021.08,4741.83,10.7,37192.71,2.0,14.95,91.76,0.0
37.0,33872.4,595.0,18968.65,9835.07,11.8,16636.44,7.0,10.34,66.31,0.0
44.0,61593.5,798.0,29631.8,10000.0,2.2,,0.0,14.32,86.38,1.0
40.0,46602.86,712.0,1674.17,9553.92,2.7,34161.48,7.0,11.49,82.41,0.0
26.0,25337.65,508.0,39747.06,6240.19,1.7,22508.7,5.0,16.76,78.81,1.0
44.0,31094.05,710.0,57347.11,10000.0,1.4,36965.94,3.0,7.28,80.7,
40.0,98417.98,663.0,26616.66,10000.0,1.3,33144.91,3.0,14.33,75.02,1.0
35.0,20000.0,687.0,56996.89,5096.67,0.5,36774.13,2.0,17.23,87.94,1.0
33.0,86021.28,713.0,35602.76,10000.0,2.7,29705.29,1.0,11.81,76.19,0.0
29.0,40652.14,546.0,37175.78,10000.0,1.6,33305.6,3.0,9.22,50.5,0.0
26.0,29985.72,536.0,35684.66,,8.8,29942.07,4.0,12.18,50.29,1.0
41.0,39043.49,644.0,5513.66,9364.07,1.3,27832.12,7.0,12.08,72.93,1.0
33.0,41078.01,643.0,32091.53,10000.0,0.7,22911.31,7.0,16.33,94.34,0.0
43.0,66615.3,753.0,18005.23,10000.0,2.2,36595.39,1.0,11.13,81.39,0.0
41.0,37651.79,693.0,34835.76,10000.0,2.3,32258.98,7.0,16.94,54.05,1.0
43.0,22362.93,704.0,29046.77,10000.0,3.9,32139.93,0.0,10.32,89.43,0.0
47.0,36696.75,614.0,35355.41,10000.0,2.5,47171.19,2.0,15.98,95.03,0.0
50.0,131030.16,638.0,18028.0,10000.0,1.6,30119.28,4.0,9.04,89.1,1.0
34.0,20000.0,642.0,24769.66,7201.67,0.3,12353.69,4.0,9.76,88.09,1.0
44.0,41959.6,649.0,11731.17,10000.0,0.3,6034.51,0.0,11.27,71.81,0.0
33.0,60269.75,663.0,49761.03,10000.0,3.3,27477.23,5.0,16.15,76.94,0.0
38.0,55670.37,564.0,18771.81,10000.0,7.1,8028.13,4.0,11.0,74.5,0.0
18.0,20000.0,613.0,1889.99,8744.2,1.5,27038.55,1.0,11.27,83.79,1.0
55.0,23395.56,793.0,24500.59,10000.0,0.4,21654.7,2.0,14.06,76.6,1.0
47.0,21235.09,503.0,35998.06,8157.06,2.6,25040.94,6.0,8.66,79.21,1.0
18.0,20000.0,590.0,43918.76,9297.49,3.9,44941.96,7.0,14.45,85.97,1.0
40.0,28802.39,598.0,8721.96,10000.0,1.3,23019.66,3.0,11.94,80.94,1.0
50.0,26429.11,779.0,35959.04,9996.26,1.8,35112.36,6.0,,89.99,1.0
36.0,32787.37,568.0,24658.5,9973.63,20.4,34353.94,4.0,16.74,96.97,0.0
29.0,37008.03,615.0,1103.4,10000.0,3.9,26978.7,6.0,13.13,49.55,0.0
44.0,45558.72,738.0,1636.37,9156.31,7.7,46800.87,2.0,10.49,91.7,0.0
39.0,74227.87,682.0,44276.16,10000.0,3.0,23783.91,1.0,11.51,86.51,1.0
64.0,25634.4,632.0,36413.11,7682.94,0.3,49765.77,6.0,11.22,94.47,1.0
37.0,64896.33,775.0,14080.57,10000.0,1.9,26425.66,,15.96,78.85,1.0
37.0,20000.0,599.0,1324.0,9016.93,3.9,,2.0,10.79,75.88,0.0
67.0,38963.14,691.0,37108.83,9793.18,2.3,37357.93,5.0,7.24,74.31,1.0
38.0,31722.82,569.0,16960.11,10000.0,1.2,56018.34,7.0,13.54,100.0,1.0
34.0,76597.95,599.0,25563.41,10000.0,1.7,20235.66,0.0,10.68,85.39,1.0
50.0,42897.17,670.0,24104.88,9996.82,1.5,43915.52,2.0,6.46,89.85,1.0
45.0,46359.69,596.0,19671.53,10000.0,5.0,12505.37,1.0,13.88,73.14,0.0
29.0,63744.93,503.0,61679.48,10000.0,8.4,29308.15,6.0,9.54,83.98,0.0
39.0,60752.45,526.0,35523.83,10000.0,3.6,30109.75,4.0,10.28,63.3,1.0
45.0,50834.09,703.0,34934.08,10000.0,5.1,44060.69,3.0,6.37,44.87,0.0
36.0,85731.34,543.0,8706.35,10000.0,0.4,26184.13,0.0,9.16,76.5,1.0
43.0,41769.46,623.0,19089.29,9186.16,5.7,46029.64,0.0,11.34,100.0,0.0
33.0,56294.57,551.0,6081.88,10000.0,8.5,24986.33,0.0,6.32,76.57,0.0
41.0,20000.0,566.0,16194.57,6508.11,5.6,36941.36,4.0,8.46,74.42,1.0
19.0,37729.13,629.0,20960.57,8603.51,0.6,25970.6,2.0,3.0,89.61,0.0
33.0,20000.0,705.0,33983.74,5393.32,5.4,37431.97,3.0,11.07,73.67,1.0
18.0,62856.93,669.0,40670.46,10000.0,2.2,14225.91,6.0,11.92,90.71,0.0
38.0,86644.61,575.0,17114.43,10000.0,0.8,39785.6,4.0,11.79,81.83,1.0
39.0,49517.75,644.0,12736.91,10000.0,0.8,31079.81,1.0,14.99,62.38,1.0
40.0,20000.0,654.0,13483.01,6649.8,2.8,8563.14,5.0,14.07,62.45,1.0
60.0,35911.97,597.0,16720.64,10000.0,2.8,39046.88,2.0,12.45,89.3,1.0
41.0,44742.95,670.0,41607.34,10000.0,19.7,39605.32,4.0,8.58,77.35,1.0
49.0,44291.09,654.0,,9109.15,0.5,42810.78,1.0,10.51,71.06,0.0
32.0,26914.99,715.0,20993.98,9001.53,1.3,12053.08,1.0,9.47,61.41,0.0
55.0,31742.61,703.0,33308.14,10000.0,5.6,24714.03,7.0,12.06,79.51,1.0
37.0,20000.0,553.0,22490.7,5157.54,3.3,34636.42,6.0,6.69,87.78,0.0
